date,pipeline_burst,fuel_shortage,port_delay,strike_event,global_supply_disruption,rainfall_mm,transport_cost_index,exchange_rate_usd_ksh,inflation_rate
2019-03-13,0,0,0,0,0,55.07736214456894,108.58150312451481,125.65173208732263,5.062450523181982
2019-03-14,0,0,0,0,0,40.25315556079325,94.2838531832991,132.38600073266102,10.579397979192766
2019-03-15,0,0,0,0,0,48.00315354366629,119.86131675418143,119.26840855168764,4.298674477668746
2019-03-16,0,0,0,0,0,63.0039695016692,95.62181718948084,129.3184336956556,10.10055764815713
2019-03-17,0,0,0,0,0,10.16728518759222,85.81342530890083,139.99689153945357,9.399180297986812
2019-03-18,0,0,0,0,0,76.18798602726373,99.83886180023808,137.67146901435743,4.139796815500543
2019-03-19,0,0,0,0,0,122.785784440492,87.63799774492416,136.2084174803334,3.7355933260579803
2019-03-20,0,0,0,0,0,64.41005140860429,114.04308606305881,132.87479675014822,8.439728337694447
2019-03-21,0,0,0,0,0,41.57220127376678,87.31851724292537,131.59846049712795,6.2451976298974605
2019-03-22,0,0,0,0,0,45.162942359621916,98.26945557683759,117.32942897934933,4.9861059007828015
2019-03-23,0,1,1,0,0,71.22627052802507,114.09561237918388,127.93914626961397,10.623402417962994
2019-03-24,0,0,0,0,1,42.25134010054645,89.31697062121985,131.82615783665395,4.6121951196009
2019-03-25,0,0,0,0,0,76.0602581401753,106.16715299979465,118.75596504259727,5.546122804855945
2019-03-26,0,0,0,0,0,44.77577848609268,85.3987696224332,112.48244083210118,5.783203373804399
2019-03-27,0,0,0,0,0,101.42550399873011,103.66574690795771,141.28832746943448,1.401102345127029
2019-03-28,0,0,0,1,0,100.59788408066564,108.50870273286283,130.5083852660984,7.1827355182133035
2019-03-29,0,1,0,0,1,40.09490996177177,99.36774202477798,132.09979280757784,5.176882889321641
2019-03-30,0,0,0,0,0,47.569284897836006,100.50289431217479,135.55626822794872,8.621072229659475
2019-03-31,0,0,0,0,0,49.3289341436498,106.65978732340794,120.17833049515069,8.882525445919521
2019-04-01,0,0,0,0,0,49.73101022708781,95.79237123063295,125.96504205937372,7.463442000428383
2019-04-02,0,0,0,0,0,21.577128648179713,113.34330446619441,145.040676045202,7.486093259307299
2019-04-03,0,0,0,0,0,17.382179471769433,120.56711571013136,125.11344603388267,7.327178228732551
2019-04-04,0,0,0,0,0,87.49272714643868,86.11323011104568,127.34144704553141,5.599191630663677
2019-04-05,0,0,0,0,0,82.69361042612502,126.50589361686552,123.30511834997819,5.770344099101977
2019-04-06,0,0,0,0,0,82.17562142531814,95.44768360752346,122.59145773519339,9.646453895549826
2019-04-07,0,0,0,0,0,47.91864899179013,129.91517424579774,141.05481352342116,8.470482888579246
2019-04-08,0,0,0,0,0,106.76035309969086,95.65124371204206,105.23318443969978,7.41217396901
2019-04-09,0,0,0,0,0,49.325930699762985,110.61067862712956,125.42986180147803,8.200130652704722
2019-04-10,0,0,0,0,0,75.88628521699222,110.53015917294111,132.2541014262999,6.877832942440491
2019-04-11,0,0,0,0,0,8.341339563950477,94.19032692664972,146.9679109874029,7.369893538652158
2019-04-12,0,0,0,0,0,43.10794005506449,101.08941082269104,118.64774644111557,8.18903382234021
2019-04-13,0,0,0,1,0,45.325368332785494,121.59850834535217,116.94328652963759,2.851438359340821
2019-04-14,0,0,0,0,0,48.03537385935156,95.16726325356991,121.39899678671935,8.812277836182757
2019-04-15,0,0,0,0,0,10.235030960129421,93.73680900618119,137.01705396789552,8.668680442314214
2019-04-16,0,0,0,0,0,71.11642783472772,82.69799198220826,131.2528546327869,5.438623445785086
2019-04-17,0,0,0,0,0,80.85830933910134,123.51328330157396,115.57364328986819,9.488205032313445
2019-04-18,0,0,0,0,1,27.684218326312532,92.78835157743094,130.99557597599966,2.5653704306786222
2019-04-19,0,0,0,0,0,15.579754510360125,117.99970326921917,145.5143776588929,7.705906169627505
2019-04-20,0,0,0,0,0,26.931751253182327,90.97967774393537,132.64480401073135,7.079866093112506
2019-04-21,0,0,0,0,0,64.86496007420543,117.5287692279312,131.64557890628646,6.38105785060112
2019-04-22,0,0,0,0,0,32.10189935274937,112.09964675084125,132.24742119582174,7.038734654974626
2019-04-23,0,0,0,0,0,45.978042510908715,96.57352118400462,134.14502720562865,8.165461116655127
2019-04-24,0,0,0,0,0,17.79617765891915,88.9858604306587,117.32898438598161,3.388863492029594
2019-04-25,0,0,0,0,0,109.3785921650439,90.20454136812918,127.68075997886378,9.001929180577966
2019-04-26,0,0,0,0,0,52.19595884488349,90.01300194847344,128.20243866923593,6.179452975238367
2019-04-27,0,0,0,0,0,84.4914598767989,115.9777477018546,125.165309800225,9.030905696349357
2019-04-28,0,0,0,0,0,64.7950950271651,102.40345546920109,136.8612160877387,8.287035355299885
2019-04-29,0,0,0,0,0,48.74359835104793,83.27316351236945,123.66006536743485,6.137859718115341
2019-04-30,0,0,0,0,0,47.19013025332166,96.2179988349838,126.40031578575875,6.841347607247574
2019-05-01,0,0,0,0,0,28.242689700866443,98.03469847089576,117.39827319345807,6.958841145818271
2019-05-02,0,0,0,0,0,36.48610547348824,67.91516659579392,133.78310559640857,10.212520761453346
2019-05-03,0,0,0,0,0,19.765930052044865,97.05230628360746,139.41902961761022,4.719108426459894
2019-05-04,0,0,0,0,0,16.49402084201165,110.84789464043101,126.38979482397714,6.1238542864373855
2019-05-05,0,0,0,0,0,112.59126252654055,97.93558176613838,138.07390410653903,3.8356238982497164
2019-05-06,0,0,0,0,0,58.36737095245829,103.81610318119978,128.53043224562805,7.247816491272139
2019-05-07,0,0,0,0,0,93.9715172511218,107.26769696159158,104.72550629942326,5.752981973019333
2019-05-08,0,0,0,0,0,26.17813228891934,94.86096638843391,129.48484665295527,5.995656986294844
2019-05-09,0,0,0,0,0,12.451892226057673,110.96131991740589,128.24428790815958,9.969380805197515
2019-05-10,0,1,0,0,0,20.666653671234467,121.8622644674755,131.0299559976168,5.353260954772921
2019-05-11,0,1,0,0,0,37.33784344730912,77.14212043828893,132.5318543514059,6.680955903867756
2019-05-12,0,0,0,0,0,51.094997954784795,94.8272537139019,123.16078474650526,6.08279942762028
2019-05-13,0,0,0,0,0,45.47190149468022,134.9442622518057,144.71314977759945,6.208339246660144
2019-05-14,0,0,0,0,0,26.804270945401147,102.55848074811999,129.33838446194417,12.543579218983279
2019-05-15,0,0,0,0,0,52.63145027953291,99.47722074263493,128.00336325813583,3.530048606108249
2019-05-16,0,0,0,0,0,55.2615837361984,96.12936354666903,137.44529608301403,8.288137085989913
2019-05-17,0,0,0,0,0,71.06829282654735,119.11652716409229,130.18539945289035,11.85474676875937
2019-05-18,0,0,0,0,0,94.11296909037614,85.91510205656249,155.65841659244398,9.158171542694372
2019-05-19,0,0,0,0,0,39.08318631473231,113.89261790027706,127.90092208892038,7.093884330899517
2019-05-20,1,0,1,0,0,86.46441780903896,95.8487345383262,133.51815450913895,4.654463359749814
2019-05-21,0,0,0,0,0,51.97812780283961,88.75235615937723,122.5084734513294,9.609548668086818
2019-05-22,0,0,0,0,0,4.180430377466557,96.5334602399627,138.70535543038253,8.8746919561914
2019-05-23,0,0,0,0,0,103.4981243118751,99.3042927114689,133.0871839419384,3.940615125996691
2019-05-24,0,0,0,0,0,118.17609325699071,92.53384561865748,126.61031949176663,6.359437540077956
2019-05-25,0,0,0,0,0,68.57289434154653,116.69158776722583,121.27561901398323,4.587812107443761
2019-05-26,0,0,0,0,0,52.69354893257395,88.86873857615835,116.90577700398676,1.2809599226511157
2019-05-27,0,0,0,0,0,41.8578481950651,102.10112271939741,134.18714558875794,4.54128503876335
2019-05-28,0,0,0,0,0,36.081560915467755,108.06148887082045,116.13120529472972,7.210878452362741
2019-05-29,0,0,0,0,0,86.32103759442549,101.9458457302506,143.08474169200164,8.1606383545191
2019-05-30,0,0,0,0,0,49.481802858554815,111.58344900224937,117.37154750231635,6.353126093714526
2019-05-31,0,1,0,0,0,100.21819391734306,93.49653950854676,128.21625080391726,9.74825078500432
2019-06-01,0,0,0,0,0,51.045872459874964,109.33940559718482,121.18458727926168,9.058879825487905
2019-06-02,0,0,0,0,0,37.62959919729778,109.78342300175042,130.32686234438577,6.749444725774839
2019-06-03,0,0,1,0,0,31.96098606464802,114.52180115860928,130.26507179375304,6.494794624757682
2019-06-04,1,0,0,0,0,27.688517441165057,71.71513077608515,134.44802998019574,7.765479237416905
2019-06-05,0,0,1,0,1,65.42437479218138,107.635692080111,114.7372100616501,6.964307180413021
2019-06-06,0,0,0,0,0,11.165199354259656,113.51904654342421,122.36297340821042,4.1486318368550075
2019-06-07,0,0,0,0,0,25.4498754999124,93.82812053814268,139.70547451152197,6.409236030621597
2019-06-08,0,0,0,0,0,89.7344787752321,91.78267863635168,136.5855160200401,8.331134395750604
2019-06-09,0,0,0,0,0,21.36352067526566,89.47933592166316,105.00517471723649,9.629480529642624
2019-06-10,0,0,0,0,0,75.8811476597005,84.51991515501439,133.77229586594845,8.920327793611213
2019-06-11,0,0,0,0,0,11.890354345024463,109.98640081011703,119.67535024031898,7.668605395250517
2019-06-12,0,0,0,0,0,93.50261126527255,134.22854374771256,124.08177123294713,9.914743284929134
2019-06-13,0,0,0,0,0,11.893044829173604,91.65969966762796,127.72672412685664,7.847903336126418
2019-06-14,0,0,0,0,0,23.70818769575724,93.00177330692513,145.57390157649667,6.822899896913978
2019-06-15,0,0,0,0,0,70.41027733958975,100.23094805316843,119.57302590816714,9.957423136066947
2019-06-16,0,0,0,0,0,58.11224402624146,75.9703748144548,115.96106648599846,8.44051731766555
2019-06-17,0,0,0,0,0,76.84962308284422,89.56677498262191,134.50318826780725,9.60400618751738
2019-06-18,0,0,0,0,0,11.652121122272746,99.145514796051,129.71982377666,4.624786264948501
2019-06-19,0,0,0,0,0,41.39583771999383,86.59107515498626,142.0700323875255,5.279462742141365
2019-06-20,0,0,0,0,0,31.487653723686886,117.96162064824502,126.47166094148642,5.365189851190205
2019-06-21,0,1,0,0,0,16.6943360554273,80.5927395239816,142.10817259191998,7.363553249589513
2019-06-22,0,0,0,0,0,67.87692375561097,113.51507986303173,130.16268597718278,10.648699066324593
2019-06-23,0,0,0,0,0,78.29154339820386,122.027534078281,135.2911510856372,4.722106255885736
2019-06-24,0,0,0,0,0,39.89401384878399,105.7258711727024,146.23943487016268,8.810730011606104
2019-06-25,0,0,0,0,0,95.68133897888511,97.93824164566034,128.32752095260827,4.594862911503663
2019-06-26,0,0,0,0,0,26.42899337364972,103.69422719458747,140.44666235675408,11.235038803462071
2019-06-27,0,0,0,0,0,94.95401972411123,93.39154699090159,123.86401428261992,3.806696679498463
2019-06-28,0,0,0,0,0,66.86717179274797,69.4589770228631,132.2753895389624,8.480600657523054
2019-06-29,0,0,0,0,0,13.29298443574968,85.3112150049345,115.55340828316709,8.760750846109154
2019-06-30,0,0,0,0,0,109.44572801248007,99.83231326783176,124.9568003102077,8.240009977801506
2019-07-01,0,0,0,0,0,36.66567400426918,85.88969672544228,119.41964741141855,5.245500860042524
2019-07-02,0,0,0,0,0,86.15353218843352,93.80315671346031,142.20752603254738,4.887313055801547
2019-07-03,0,0,0,0,0,54.369473657888975,107.18768739117242,147.3879836095087,9.544801254898115
2019-07-04,0,0,0,0,0,61.23323673355495,102.1753625870874,126.45298055668059,9.096813264469942
2019-07-05,0,0,0,0,0,77.03620341476923,115.87712158178445,122.2696181759891,9.069521614209382
2019-07-06,0,0,0,0,0,75.37553553407011,104.41251307002403,116.8605550329003,9.311943980231742
2019-07-07,0,0,0,0,1,39.73560310629619,105.29456124584301,132.64541376102068,3.9278366488681877
2019-07-08,0,0,0,0,0,65.94996787815785,89.31566071290581,123.9771364533159,3.8680579027853486
2019-07-09,0,0,0,0,0,63.697995460955056,80.03340851887906,124.51283658651732,5.657352384686044
2019-07-10,0,0,0,0,0,56.40683599067736,93.80616782484203,146.29588617431935,6.040717189212743
2019-07-11,0,0,0,0,0,43.900503985108124,89.09222676020697,127.03601348453817,5.827595562785434
2019-07-12,0,0,0,0,0,56.346944995827435,97.49848553688271,135.8664957033867,7.5549959448677315
2019-07-13,0,0,0,0,0,109.0262223858758,84.0094245567191,130.52961089914612,9.23050098656356
2019-07-14,0,0,0,0,0,41.14917943657528,112.6373310585271,116.44794592659566,6.412009582792863
2019-07-15,0,1,0,0,0,86.19762259412627,89.03687610229734,111.55119627161895,5.3693655266642795
2019-07-16,0,0,1,0,0,31.41090728250607,94.54346467940275,134.87522058695677,8.62584620177989
2019-07-17,0,1,0,0,0,23.56056013031769,99.69711845539351,147.04110520866803,6.436071023141587
2019-07-18,0,0,0,0,0,148.29198035339,116.84765419902524,133.149875354205,7.214649766268238
2019-07-19,0,0,0,0,0,66.2007259096773,126.38039255432295,136.24090183184137,6.3350534949768145
2019-07-20,0,0,0,0,0,67.0254038386884,127.41162911670693,120.9529369441452,7.679940719138479
2019-07-21,0,0,0,0,0,67.85683315502607,80.77306569472887,140.14894342063008,4.972191734014059
2019-07-22,0,1,0,0,0,92.21899119603765,94.40289285692505,140.02504454882038,8.4525444517543
2019-07-23,0,0,0,0,0,62.234300438532614,91.54920324321546,123.0380152769582,6.934446596084606
2019-07-24,0,0,0,0,0,74.48665617671577,105.55463691588413,135.45408773833128,5.471367539544352
2019-07-25,0,0,0,0,0,18.24295165230432,104.63923904820389,112.33582149327033,8.061865972698754
2019-07-26,0,0,0,0,0,79.51770611733357,91.25497227451005,137.23911966758988,5.469457741844265
2019-07-27,0,0,0,0,0,42.897183258873774,90.07095386854937,124.27582414219954,5.557854804008567
2019-07-28,0,1,0,0,0,70.15227446575618,85.03849391872379,117.72870863089979,4.5974462024841705
2019-07-29,0,0,0,0,0,1.4535986408408732,60.18756481435216,134.02639956992004,3.5928356794540837
2019-07-30,0,0,0,0,0,68.90538777095341,80.52753199700896,112.28270034884355,8.068570758415685
2019-07-31,0,0,0,0,1,17.25689064324486,113.0016199777692,133.42413580768323,9.33123329822232
2019-08-01,0,0,0,0,0,41.72253588691469,121.97056725611868,118.67720870455103,6.098800550631936
2019-08-02,0,0,0,0,0,1.1665477269881634,120.21786380893735,116.5372387676814,5.403054977624816
2019-08-03,0,0,0,0,0,68.99110178751579,113.63850913274456,130.59852961379684,3.3754104415030852
2019-08-04,0,0,0,0,0,52.07809643527625,84.82087080227612,128.27448742485132,2.653297840208622
2019-08-05,0,0,0,0,0,26.876377908791707,82.28166328587426,144.56789451090506,8.453461091430697
2019-08-06,0,0,0,0,0,93.03224135104483,72.83465285677013,117.1519874987738,3.0519843954687165
2019-08-07,0,0,0,0,0,23.10000516999855,91.25204263174419,143.7505449116471,4.712132858804947
2019-08-08,0,0,0,0,0,40.935814974702666,101.30659328958957,118.62355395730722,7.566862636744011
2019-08-09,0,0,0,0,0,65.40905101595456,84.88323592123474,139.1944241642504,7.179414525370008
2019-08-10,0,0,0,0,0,2.997961582418476,106.46632110455653,141.06092522853373,7.649404767101445
2019-08-11,0,0,0,0,0,24.049710709674727,109.77786654273402,133.21458785890925,7.013838896977177
2019-08-12,0,0,0,1,0,34.47960281182165,92.88264332877442,122.09046119461586,6.286146292410296
2019-08-13,0,0,0,0,0,7.280184509119643,79.89973408114672,114.77045528043553,4.724268650692432
2019-08-14,0,0,0,0,0,35.18817241825338,120.71389845701947,110.4822351640482,5.731713109455362
2019-08-15,1,0,0,0,0,7.841543382353315,100.52713336931308,148.52290954070884,6.421904247877695
2019-08-16,0,0,0,0,0,54.87149555399141,129.11809012398882,127.0314510626803,3.219316395465893
2019-08-17,0,1,0,0,0,13.137642327434335,101.38568724088103,118.95332452272484,5.427327792245437
2019-08-18,0,0,0,0,0,50.90439196346044,102.43319375869336,118.56839393959919,6.255562980706415
2019-08-19,0,0,0,0,0,84.86023112813632,85.53254770015596,131.6786239360676,5.622070488293002
2019-08-20,0,0,0,0,0,73.4711831087649,93.6468499991383,126.05147896395908,6.314890962501262
2019-08-21,0,0,1,0,0,47.54867923575266,76.61795845873124,110.80707421143032,8.33745550180256
2019-08-22,0,0,0,0,0,20.337880447405453,79.84563455072833,138.6454066946345,8.582971854570456
2019-08-23,0,0,0,0,0,54.77531347767743,111.11747570989807,133.34983555497925,10.022706295955071
2019-08-24,0,0,0,0,0,29.128426265987436,95.76124925324525,148.39910999168882,3.98419527327796
2019-08-25,0,0,0,0,0,56.03370376104578,93.66012957074318,141.4079144755454,6.158509702203865
2019-08-26,0,0,0,0,0,1.4585565235899765,88.8936102896931,99.0185284547922,9.455159010134247
2019-08-27,0,0,0,0,0,74.21783169006926,94.21714443334582,144.16973973837563,3.5085281708468075
2019-08-28,0,0,0,0,0,50.99649689039443,116.99595162410759,142.07491249274537,4.647541495325026
2019-08-29,0,0,0,0,0,116.2555004002752,102.16332635309003,122.63627247644,5.768528666056888
2019-08-30,0,0,0,0,0,89.18184385528178,82.2997767985857,125.6742424287692,11.088647604749596
2019-08-31,0,0,0,0,0,66.9856080926317,115.4557704083349,134.11725107241242,5.050934591810534
2019-09-01,0,0,0,0,1,46.28021078877293,125.87557884697024,119.85784991203172,9.167641283662515
2019-09-02,0,0,0,0,0,28.11186908895003,107.42057002075335,127.5727113178717,6.9442062126599815
2019-09-03,0,0,0,0,0,78.27227885102404,113.36935317683242,140.00037445825913,4.707091967794243
2019-09-04,0,0,0,0,0,43.11590626040864,118.31174376053397,135.1772790869008,12.599648292675663
2019-09-05,0,0,0,0,0,85.05093898844899,75.15092622273411,123.33215236038261,7.389296007811613
2019-09-06,0,0,0,0,0,62.024694912058564,127.96405551828508,140.22760556641225,7.752404635720232
2019-09-07,0,0,0,0,0,62.239913817492905,116.48221106015802,133.0289526254293,8.069015096413423
2019-09-08,0,0,0,0,0,67.83578380903884,107.33282051369392,132.68705452946872,7.913912364344231
2019-09-09,0,0,0,0,0,22.411191846873287,98.11809191271745,124.85067637018795,11.304146711724119
2019-09-10,0,0,0,0,0,19.335912683791317,79.94136376121732,129.93461456331138,10.57188769653918
2019-09-11,0,1,0,0,0,18.29871654910326,95.02898344455605,122.25908518380227,5.136803712942388
2019-09-12,0,0,0,0,0,81.42490744627972,106.72595524794421,110.5944841529635,11.037449825944474
2019-09-13,0,0,0,0,0,21.628352374445818,83.43462431440578,127.20207834301016,5.599734094100182
2019-09-14,0,0,0,0,0,25.365208754139907,98.95379098928898,128.778477539052,7.644481761764817
2019-09-15,0,0,0,0,0,66.12551380919427,82.24687943783614,131.37288779487665,4.096963763143254
2019-09-16,0,0,0,0,0,42.43852626095432,94.23063735903729,142.12154598368494,9.073212827729904
2019-09-17,0,0,0,0,0,38.60617273724132,79.71058950613921,123.4771515527329,6.3852775173043
2019-09-18,0,0,0,0,0,36.0033509351924,78.13335868304199,126.3224799648528,4.701024726843036
2019-09-19,1,0,0,0,0,19.768950335240433,105.10134117195855,137.6617759762122,9.377002028069413
2019-09-20,0,0,0,0,0,20.993554221079457,91.30363662399326,122.47477885418155,9.872402789810442
2019-09-21,0,0,1,0,0,85.44689410646274,92.7131410538728,131.53749528808478,9.940205563437392
2019-09-22,0,0,1,0,0,33.818056953980815,90.4983454784368,125.91717986435644,3.954099101229552
2019-09-23,0,0,0,0,0,7.014691180532203,140.84676981439648,127.56375617288573,10.147085840099436
2019-09-24,0,1,0,0,0,19.760172833945283,109.11050628558681,137.58144889210678,6.398968639005736
2019-09-25,0,0,0,0,0,60.79561894264988,110.7211530875156,126.2654694401956,11.103006941847795
2019-09-26,0,0,0,1,0,60.20103827617214,88.36876695540158,137.90744007239834,8.249907396128313
2019-09-27,0,0,0,0,0,41.171581623159504,107.57126032856996,110.47566891794841,7.502662520916986
2019-09-28,0,0,0,0,0,29.32387858744899,96.5841849538287,115.70385326080539,7.0170421454767835
2019-09-29,0,0,0,0,0,7.934120427318696,88.24825388649407,106.81799909251151,6.972674153320164
2019-09-30,0,0,0,0,0,61.04555109236025,128.93637101827855,118.34229382833033,5.640971368848787
2019-10-01,0,0,0,1,0,75.13611253003369,108.59187043314438,148.56843662849172,4.863872304874322
2019-10-02,0,0,1,0,0,88.66640006155535,107.83507945708278,129.82464091316547,6.274676057287842
2019-10-03,0,0,0,0,0,16.682379239298704,85.42399568842417,122.78697249542543,9.381777072897538
2019-10-04,0,0,0,0,0,90.96568941218564,80.9468613491958,137.82806824992423,4.206750068326099
2019-10-05,0,0,0,0,0,48.301637382066296,99.13672794642761,139.24011057257172,9.681332461206782
2019-10-06,0,0,0,0,0,50.79715890212919,91.39728969219357,117.79152185937474,7.2867794927209175
2019-10-07,0,0,0,0,0,76.80776121894384,109.18961413881561,154.98200117974113,8.562949237722515
2019-10-08,0,0,0,0,0,33.77138289560801,110.18891321333072,132.76330843001057,8.666320988051616
2019-10-09,0,0,0,0,0,14.914090040470853,100.98254902179015,134.02351988454342,8.856689949116284
